id,question,value,milliseconds,created,nquestions,expert_id,object_id
2195,EB,false,2256,2017-03-10 21:04:02.820031+00,4,12,306
2196,CEP,false,1862,2017-03-10 21:04:03.625057+00,4,19,29
2197,CEP,false,3786,2017-03-10 21:04:08.004564+00,3,19,709
2198,CEP,false,6729,2017-03-10 21:04:10.597316+00,4,12,356
2199,EB,false,1956,2017-03-10 21:04:10.603017+00,4,19,29
2200,LPV,false,1558,2017-03-10 21:04:13.543388+00,2,12,697
2201,CEP,false,4133,2017-03-10 21:04:15.392188+00,3,19,7
2202,LPV,false,1760,2017-03-10 21:04:16.602029+00,2,12,302
2203,CEP,true,3192,2017-03-10 21:04:19.232336+00,4,19,88
2204,EB,false,1836,2017-03-10 21:04:19.59569+00,4,12,356
2205,CEP,false,2080,2017-03-10 21:04:22.936608+00,3,12,625
2206,LPV,true,5600,2017-03-10 21:04:25.482881+00,3,19,347
2207,RRLYR,false,1606,2017-03-10 21:04:25.633055+00,1,12,78
2208,EB,true,1852,2017-03-10 21:04:28.790622+00,4,12,180
2209,EB,true,4087,2017-03-10 21:04:30.174803+00,4,19,66
2210,CEP,false,2148,2017-03-10 21:04:32.312157+00,3,12,685
2211,EB,false,3098,2017-03-10 21:04:33.958166+00,4,19,772
2212,LPV,false,1798,2017-03-10 21:04:35.181217+00,4,12,610
2213,CEP,true,2761,2017-03-10 21:04:37.331297+00,4,19,559
2214,CEP,true,6999,2017-03-10 21:04:44.983171+00,4,19,815
2215,CEP,true,10193,2017-03-10 21:04:46.422409+00,4,12,467
2216,CEP,false,2244,2017-03-10 21:04:47.914638+00,3,19,462
2217,CEP,false,1769,2017-03-10 21:04:49.492422+00,3,12,66
2218,CEP,false,3175,2017-03-10 21:04:51.733827+00,4,19,255
2219,LPV,false,2945,2017-03-10 21:04:53.589867+00,1,12,366
2220,EB,false,4273,2017-03-10 21:04:56.650221+00,4,19,815
2221,LPV,false,3217,2017-03-10 21:04:57.917455+00,4,12,522
2222,LPV,false,2172,2017-03-10 21:05:01.280795+00,4,12,544
2223,EB,false,3983,2017-03-10 21:05:01.295567+00,4,19,255
2224,EB,false,1884,2017-03-10 21:05:04.641138+00,4,12,190
2225,EB,false,1971,2017-03-10 21:05:07.67011+00,4,12,788
2226,CEP,false,7890,2017-03-10 21:05:16.631035+00,3,12,490
2227,RRLYR,false,2035,2017-03-10 21:05:19.797938+00,3,12,461
2228,EB,false,21043,2017-03-10 21:05:23.281417+00,4,19,80
2229,CEP,true,12276,2017-03-10 21:05:33.242423+00,4,12,437
2230,CEP,true,1951,2017-03-10 21:05:36.349042+00,3,12,99
2231,EB,false,3717,2017-03-10 21:05:39.527919+00,4,19,206
2232,EB,true,3103,2017-03-10 21:05:40.458423+00,3,12,444
2233,LPV,true,2051,2017-03-10 21:05:42.213322+00,4,19,206
2234,RRLYR,false,2992,2017-03-10 21:05:45.928243+00,3,19,725
2235,RRLYR,false,8197,2017-03-10 21:05:54.776227+00,3,19,722
2236,CEP,false,7401,2017-03-10 21:06:02.854305+00,1,19,499
2237,EB,false,2315,2017-03-10 21:06:05.774114+00,3,19,93
2238,EB,false,3132,2017-03-10 21:06:12.958058+00,3,12,340
2239,CEP,false,8017,2017-03-10 21:06:14.465797+00,4,19,765
2240,CEP,false,3664,2017-03-10 21:06:17.922169+00,4,12,497
2241,RRLYR,false,1949,2017-03-10 21:06:20.952341+00,3,12,340
2242,CEP,false,1575,2017-03-10 21:06:23.762202+00,3,12,238
2243,LPV,false,1669,2017-03-10 21:06:26.474696+00,4,12,356
2244,CEP,false,4900,2017-03-10 21:06:28.576377+00,4,19,713
2245,CEP,false,1981,2017-03-10 21:06:29.697418+00,4,12,498
2246,EB,false,1887,2017-03-10 21:06:31.109154+00,2,19,515
2248,EB,false,3005,2017-03-10 21:06:36.460963+00,3,12,554
2250,EB,false,3796,2017-03-10 21:06:41.344412+00,4,12,497
2253,EB,false,3290,2017-03-10 21:06:45.701231+00,4,12,688
2259,EB,false,2161,2017-03-10 21:07:08.261477+00,4,12,467
2249,RRLYR,false,6628,2017-03-10 21:06:38.392633+00,4,19,291
2251,LPV,false,2768,2017-03-10 21:06:41.810726+00,4,19,66
2252,EB,false,3178,2017-03-10 21:06:45.605837+00,3,19,752
2254,RRLYR,false,1483,2017-03-10 21:06:47.756426+00,4,19,66
2255,RRLYR,true,2677,2017-03-10 21:06:49.505679+00,4,12,356
2256,LPV,false,2201,2017-03-10 21:06:50.635606+00,4,19,255
2257,CEP,true,3182,2017-03-10 21:06:53.765771+00,2,12,286
2258,RRLYR,false,5289,2017-03-10 21:07:04.958238+00,2,12,286
2260,EB,false,2643,2017-03-10 21:07:12.065454+00,3,12,685
2261,LPV,true,2464,2017-03-10 21:07:15.667057+00,3,12,554
2262,RRLYR,false,27596,2017-03-10 21:07:18.866083+00,4,19,815
2263,CEP,false,5704,2017-03-10 21:07:22.493618+00,1,12,713
2264,CEP,false,5176,2017-03-10 21:07:24.675612+00,4,19,456
2265,RRLYR,false,1770,2017-03-10 21:07:25.486912+00,4,12,522
2266,CEP,false,1658,2017-03-10 21:07:28.334849+00,2,12,698
2267,CEP,false,3658,2017-03-10 21:07:28.984986+00,3,19,506
2268,EB,false,2756,2017-03-10 21:07:32.386565+00,2,19,184
2269,CEP,false,4416,2017-03-10 21:07:33.83338+00,4,12,489
2270,EB,false,2934,2017-03-10 21:07:37.886823+00,3,12,99
2271,LPV,true,9442,2017-03-10 21:07:48.464396+00,2,12,419
2272,CEP,false,1555,2017-03-10 21:07:51.759183+00,4,12,448
2273,CEP,true,2492,2017-03-10 21:07:55.819604+00,2,12,484
2274,RRLYR,true,3724,2017-03-10 21:08:01.241855+00,3,12,625
2275,CEP,false,1755,2017-03-10 21:08:04.738985+00,4,12,159
2276,LPV,false,2074,2017-03-10 21:08:09.276665+00,4,12,688
2277,LPV,false,5524,2017-03-10 21:08:16.689361+00,2,12,425
2278,CEP,true,5029,2017-03-10 21:08:22.903406+00,4,12,813
2279,EB,false,2221,2017-03-10 21:08:26.182754+00,4,12,437
2280,CEP,true,9817,2017-03-10 21:08:37.165846+00,4,12,717
2281,EB,false,1609,2017-03-10 21:08:44.914871+00,3,12,219
2282,EB,false,2851,2017-03-10 21:08:48.88072+00,4,12,410
2283,EB,false,6373,2017-03-10 21:08:56.334308+00,3,12,618
2284,LPV,false,1244,2017-03-10 21:08:58.724204+00,3,12,219
2285,EB,false,2152,2017-03-10 21:09:01.972738+00,4,12,498
2286,EB,false,5680,2017-03-10 21:09:08.820973+00,4,12,813
2287,RRLYR,true,1817,2017-03-10 21:09:11.758832+00,1,12,178
2288,CEP,true,9326,2017-03-10 21:09:22.159909+00,4,12,523
2289,CEP,false,1840,2017-03-10 21:09:25.166203+00,4,12,774
2290,LPV,false,1832,2017-03-10 21:09:28.174525+00,4,12,437
2291,CEP,false,2099,2017-03-10 21:09:43.160889+00,4,12,305
2292,CEP,true,8621,2017-03-10 21:09:53.392189+00,3,12,789
2293,LPV,true,3713,2017-03-10 21:09:58.484374+00,1,12,280
2294,EB,false,1524,2017-03-10 21:10:01.150958+00,4,12,159
2295,LPV,false,1644,2017-03-10 21:10:04.163958+00,3,12,685
2296,EB,false,13564,2017-03-10 21:10:19.224075+00,4,12,489
2297,RRLYR,false,4679,2017-03-10 21:10:25.15493+00,3,12,291
2298,CEP,false,2833,2017-03-10 21:10:29.257671+00,4,12,487
2299,EB,true,16678,2017-03-10 21:10:47.121648+00,4,12,523
2300,CEP,false,2493,2017-03-10 21:10:50.838145+00,3,12,139
2301,CEP,true,49857,2017-03-12 00:03:05.941607+00,3,13,290
2302,LPV,false,23880,2017-03-12 00:03:30.27893+00,1,13,515
2303,CEP,false,4105,2017-03-12 00:09:03.671652+00,4,13,641
2304,CEP,false,2114,2017-03-12 00:09:06.129211+00,3,13,417
2305,EB,false,39525,2017-03-12 00:09:46.28756+00,3,13,290
2306,CEP,false,22284,2017-03-12 00:10:09.090174+00,4,13,634
2307,EB,false,10373,2017-03-12 00:10:20.434313+00,2,13,638
2308,CEP,false,22670,2017-03-12 00:10:44.646264+00,4,13,308
2309,CEP,false,10631,2017-03-12 00:10:56.077118+00,4,13,181
2310,LPV,false,29482,2017-03-12 00:11:26.011077+00,2,13,697
2311,EB,true,34844,2017-03-12 00:12:02.033168+00,3,13,172
2312,CEP,false,27188,2017-03-12 00:15:09.294191+00,4,13,357
2313,EB,false,7298,2017-03-12 00:15:17.646367+00,2,13,279
2314,CEP,false,3155,2017-03-12 00:15:21.274404+00,4,13,788
2315,CEP,false,17248,2017-03-12 00:15:39.677633+00,4,13,237
2316,CEP,false,3161,2017-03-12 00:15:43.497541+00,4,13,166
2317,EB,false,26564,2017-03-12 00:16:11.041182+00,3,13,169
2318,LPV,true,8589,2017-03-12 00:16:20.483157+00,3,13,169
2319,RRLYR,false,5237,2017-03-12 00:16:26.486785+00,3,13,169
2320,CEP,false,20579,2017-03-12 00:16:47.654218+00,3,13,489
2321,LPV,false,18048,2017-03-12 00:17:06.812141+00,1,13,116
2322,EB,false,3596,2017-03-12 00:17:12.24788+00,1,13,159
2323,CEP,true,52347,2017-03-12 00:18:05.350256+00,4,13,88
2324,CEP,true,31434,2017-03-12 00:20:37.561256+00,3,13,16
2325,LPV,false,7122,2017-03-12 00:20:46.433075+00,2,13,698
2326,EB,false,10546,2017-03-12 00:20:57.852804+00,4,13,788
2327,CEP,false,30615,2017-03-12 00:21:28.951767+00,4,13,513
2328,CEP,false,3539,2017-03-12 00:21:34.178146+00,4,13,673
2329,CEP,false,27866,2017-03-12 00:22:03.083138+00,2,13,203
2330,RRLYR,true,8410,2017-03-12 00:22:12.049617+00,1,13,326
2331,EB,false,39906,2017-03-12 00:22:52.643666+00,4,13,513
2332,CEP,true,11109,2017-03-12 00:23:04.247321+00,1,13,734
2333,EB,false,28023,2017-03-12 00:23:32.83901+00,4,13,88
2334,LPV,false,4106,2017-03-12 00:23:38.086375+00,4,13,513
2335,EB,false,11872,2017-03-12 00:23:51.934263+00,4,13,357
2336,CEP,false,18843,2017-03-12 00:24:11.529283+00,4,13,137
2337,CEP,false,8945,2017-03-12 00:24:21.078686+00,3,13,216
2338,EB,false,10311,2017-03-12 00:24:33.303319+00,3,13,216
2339,CEP,true,15713,2017-03-12 00:24:49.59644+00,3,13,729
2340,LPV,false,8233,2017-03-12 00:24:58.898005+00,4,13,88
2341,CEP,false,11736,2017-03-12 00:25:11.603386+00,2,13,345
2342,CEP,false,15449,2017-03-12 00:25:28.148525+00,4,13,247
2343,CEP,false,45453,2017-03-12 00:26:15.075699+00,2,13,507
2344,LPV,false,8384,2017-03-12 00:26:24.145107+00,2,13,705
2345,EB,true,12195,2017-03-12 00:26:36.873508+00,3,13,489
2346,EB,false,5889,2017-03-12 00:26:43.529567+00,4,13,166
2347,CEP,false,22576,2017-03-12 00:27:07.777998+00,1,13,341
2348,EB,false,43534,2017-03-12 00:27:52.757121+00,3,13,214
2349,EB,true,6392,2017-03-12 00:27:59.552693+00,4,13,308
2350,CEP,false,18175,2017-03-12 00:28:18.327112+00,3,13,76
2351,EB,true,30797,2017-03-12 00:28:49.970793+00,2,13,327
2352,CEP,true,20426,2017-03-12 00:29:11.619693+00,2,13,346
2353,CEP,false,10417,2017-03-12 00:29:24.227366+00,4,13,201
2354,LPV,false,4252,2017-03-12 00:29:29.446425+00,2,13,335
2355,CEP,false,33543,2017-03-12 00:30:04.224171+00,4,13,273
2356,EB,false,18304,2017-03-12 00:30:23.153378+00,3,13,76
2364,LPV,false,4647,2017-03-12 00:32:19.09215+00,4,13,201
2365,EB,false,15988,2017-03-12 00:32:35.573785+00,3,13,729
2367,RRLYR,false,6527,2017-03-12 00:32:53.487008+00,4,13,88
2368,CEP,false,6961,2017-03-12 00:33:01.000116+00,3,13,751
2375,CEP,false,12912,2017-03-12 00:34:41.760589+00,4,13,426
2379,LPV,false,20376,2017-03-12 00:35:37.514695+00,1,13,541
2380,RRLYR,false,19603,2017-03-12 00:35:58.328622+00,2,13,335
2381,CEP,true,17636,2017-03-12 00:36:17.355451+00,4,13,582
2357,EB,true,5893,2017-03-12 00:30:29.830795+00,4,13,634
2358,CEP,true,24134,2017-03-12 00:30:55.051581+00,2,13,602
2359,CEP,false,4934,2017-03-12 00:31:01.057256+00,4,13,590
2360,CEP,false,8821,2017-03-12 00:31:10.423275+00,3,13,79
2361,CEP,false,39151,2017-03-12 00:31:51.458961+00,2,13,291
2362,EB,false,11553,2017-03-12 00:32:04.704089+00,4,13,201
2363,RRLYR,true,8235,2017-03-12 00:32:13.59987+00,1,13,663
2366,RRLYR,false,10058,2017-03-12 00:32:46.174789+00,2,13,291
2369,RRLYR,false,17303,2017-03-12 00:33:19.339936+00,2,13,602
2370,LPV,false,19331,2017-03-12 00:33:39.170167+00,3,13,214
2371,CEP,false,21971,2017-03-12 00:34:02.558176+00,1,13,747
2372,RRLYR,true,8908,2017-03-12 00:34:12.088674+00,3,13,76
2373,LPV,false,7554,2017-03-12 00:34:20.634167+00,2,13,327
2374,CEP,true,5910,2017-03-12 00:34:27.288941+00,4,13,355
2376,EB,false,6786,2017-03-12 00:34:49.109352+00,3,13,751
2377,CEP,false,6975,2017-03-12 00:34:57.725742+00,4,13,514
2378,EB,false,18260,2017-03-12 00:35:16.394623+00,3,13,4
2382,LPV,false,27616,2017-03-12 00:36:45.779858+00,1,13,260
2383,EB,true,2457,2017-03-12 00:36:49.401543+00,4,13,514
2384,CEP,true,4363,2017-03-12 00:36:54.498975+00,2,13,629
2385,EB,false,5495,2017-03-12 00:37:01.835195+00,3,13,280
2386,CEP,true,23991,2017-03-12 00:37:26.408419+00,1,13,423
2387,CEP,true,13934,2017-03-12 00:37:40.931238+00,4,13,227
2388,EB,false,33776,2017-03-12 00:38:15.219374+00,2,13,346
2389,CEP,false,4092,2017-03-12 00:38:20.111212+00,3,13,526
2390,EB,true,2822,2017-03-12 00:38:23.346012+00,4,13,426
2391,LPV,false,4034,2017-03-12 00:38:28.128737+00,2,13,461
2392,CEP,false,35549,2017-03-12 00:39:04.748492+00,3,13,206
2393,RRLYR,true,7332,2017-03-12 00:39:12.791025+00,3,13,216
2394,RRLYR,false,13153,2017-03-12 00:39:26.636904+00,2,13,507
2395,EB,false,6052,2017-03-12 00:39:34.343017+00,3,13,79
2396,CEP,false,7970,2017-03-12 00:39:43.001856+00,4,13,85
2397,EB,false,13585,2017-03-12 00:39:57.596754+00,4,13,273
2398,EB,false,3134,2017-03-12 00:40:01.531066+00,4,13,355
2399,CEP,true,6334,2017-03-12 00:40:09.08954+00,3,13,701
2400,EB,false,3601,2017-03-12 00:40:14.611198+00,3,13,206
2401,EB,false,15751,2017-03-12 00:40:31.16521+00,4,13,227
2402,LPV,true,13467,2017-03-12 00:40:46.163283+00,3,13,280
2403,EB,false,10067,2017-03-12 00:40:59.157181+00,3,13,701
2404,CEP,false,3104,2017-03-12 00:41:04.575261+00,4,13,270
2405,CEP,false,15671,2017-03-12 00:41:22.110395+00,4,13,661
2406,LPV,false,6825,2017-03-12 00:41:30.628122+00,4,13,426
2407,EB,false,12337,2017-03-12 00:41:45.18647+00,1,13,685
2408,CEP,true,35211,2017-03-12 00:42:24.065815+00,4,13,686
2409,CEP,false,45467,2017-03-12 00:43:10.298257+00,2,13,266
2410,CEP,false,13413,2017-03-12 00:43:25.65412+00,2,13,793
2411,LPV,false,3234,2017-03-12 00:43:30.688745+00,2,13,279
2412,EB,true,1744,2017-03-12 00:43:34.041198+00,4,13,590
2413,EB,false,3592,2017-03-12 00:43:38.124729+00,4,13,686
2414,CEP,true,11762,2017-03-12 00:43:51.359027+00,2,13,286
2415,LPV,true,27709,2017-03-12 00:44:20.3861+00,2,13,286
2416,CEP,false,7160,2017-03-12 00:44:29.819401+00,3,13,609
2417,CEP,true,10868,2017-03-12 00:44:42.417927+00,4,13,233
2418,EB,true,2768,2017-03-12 00:44:46.387147+00,2,13,392
2419,EB,false,2839,2017-03-12 00:44:50.280783+00,2,13,168
2420,CEP,false,2482,2017-03-12 00:44:53.716334+00,3,13,0
2421,RRLYR,false,2980,2017-03-12 00:44:57.487577+00,1,13,744
2422,CEP,false,10424,2017-03-12 00:45:08.621791+00,4,13,369
2423,EB,false,3548,2017-03-12 00:45:13.737438+00,4,13,673
2424,EB,false,4081,2017-03-12 00:45:18.703107+00,2,13,336
2425,LPV,true,4038,2017-03-12 00:45:25.260633+00,1,13,483
2426,RRLYR,false,4527,2017-03-12 00:45:33.140704+00,4,13,426
2427,CEP,true,6151,2017-03-12 00:45:40.90079+00,4,13,583
2428,CEP,false,3364,2017-03-12 00:45:45.081196+00,4,13,519
2429,RRLYR,false,4386,2017-03-12 00:45:50.760393+00,2,13,336
2430,CEP,true,3402,2017-03-12 00:45:55.289176+00,3,13,371
2431,LPV,false,3094,2017-03-12 00:45:59.212779+00,4,13,673
2432,EB,true,11344,2017-03-12 00:46:11.622963+00,3,13,87
2433,LPV,false,2845,2017-03-12 00:46:15.7961+00,3,13,751
2434,CEP,false,38775,2017-03-12 00:46:55.55041+00,2,13,190
2435,EB,false,5762,2017-03-12 00:47:02.568964+00,4,13,661
2436,CEP,true,3225,2017-03-12 00:47:06.791767+00,3,13,761
2437,LPV,false,2800,2017-03-12 00:47:11.908026+00,3,13,87
2438,CEP,false,3490,2017-03-12 00:47:16.573592+00,2,13,444
2439,RRLYR,false,5179,2017-03-12 00:47:22.350321+00,2,13,392
2440,RRLYR,false,7790,2017-03-12 00:47:32.286617+00,3,13,729
2441,EB,false,2842,2017-03-12 00:47:36.197173+00,4,13,582
2442,EB,false,2542,2017-03-12 00:47:39.647779+00,2,13,480
2443,EB,false,2976,2017-03-12 00:47:44.135549+00,3,13,371
2444,RRLYR,true,6365,2017-03-12 00:47:52.724586+00,2,13,480
2445,EB,false,9310,2017-03-12 00:48:03.848675+00,4,13,583
2446,CEP,false,8372,2017-03-12 00:48:13.512811+00,2,13,353
2447,LPV,false,4102,2017-03-12 00:48:18.888203+00,3,13,0
2448,RRLYR,false,5710,2017-03-12 00:48:25.314098+00,3,13,280
2449,LPV,true,34598,2017-03-12 00:49:00.776348+00,4,13,582
2450,LPV,false,15615,2017-03-12 00:49:18.211578+00,2,13,362
2451,EB,false,3258,2017-03-12 00:49:22.701982+00,3,13,761
2452,LPV,false,5379,2017-03-12 00:49:28.87102+00,4,13,590
2453,CEP,false,4564,2017-03-12 00:49:36.01031+00,4,13,774
2454,RRLYR,true,4595,2017-03-12 00:49:43.313216+00,1,13,6
2455,CEP,true,4864,2017-03-12 00:49:50.923133+00,3,13,531
2456,EB,false,2580,2017-03-12 00:49:56.405569+00,3,13,555
2457,LPV,true,6338,2017-03-12 00:50:05.306866+00,3,13,761
2458,RRLYR,false,22518,2017-03-12 00:50:31.806745+00,2,13,705
2459,LPV,true,5021,2017-03-12 00:50:38.722379+00,4,13,273
2460,LPV,false,2763,2017-03-12 00:50:42.211866+00,2,13,444
2461,RRLYR,true,6049,2017-03-12 00:50:49.523076+00,2,13,190
2462,EB,false,20087,2017-03-12 00:51:11.196503+00,2,13,191
2463,RRLYR,false,3782,2017-03-12 00:51:17.318682+00,4,13,582
2464,CEP,true,4857,2017-03-12 00:51:24.61474+00,4,13,217
2465,EB,false,3267,2017-03-12 00:51:29.410004+00,4,13,217
2466,EB,false,4005,2017-03-12 00:51:36.140821+00,4,13,233
2467,RRLYR,false,2159,2017-03-12 00:51:41.855169+00,4,13,590
2468,EB,true,3891,2017-03-12 00:57:07.670471+00,4,13,774
2469,CEP,true,7301,2017-03-12 00:57:19.370309+00,3,13,709
2470,CEP,true,3436,2017-03-12 00:58:39.124024+00,3,13,718
2471,CEP,true,3929,2017-03-12 00:58:46.222487+00,3,13,93
2472,EB,false,3054,2017-03-12 00:58:50.074483+00,4,13,247
2473,LPV,false,5311,2017-03-12 00:58:58.093436+00,3,13,93
2474,LPV,false,12009,2017-03-12 00:59:10.861218+00,4,13,217
2475,EB,true,31192,2017-03-12 00:59:44.535051+00,4,13,85
2476,EB,true,1994,2017-03-12 00:59:49.270975+00,2,13,495
2477,EB,true,12189,2017-03-12 01:00:14.110668+00,4,13,519
2478,LPV,false,2831,2017-03-12 01:00:17.876148+00,3,13,555
2479,RRLYR,false,16990,2017-03-12 01:00:36.480815+00,4,13,513
2480,LPV,true,12783,2017-03-12 01:00:51.316825+00,4,13,247
2481,CEP,true,5386,2017-03-12 01:00:57.711304+00,2,13,123
2482,CEP,false,3351,2017-03-12 01:01:01.995204+00,2,13,672
2483,LPV,false,3809,2017-03-12 01:01:07.539058+00,4,13,233
2484,RRLYR,false,2204,2017-03-12 01:01:12.738264+00,4,13,247
2485,CEP,false,3955,2017-03-12 01:01:19.054224+00,2,13,792
2486,EB,false,2993,2017-03-12 01:01:25.36355+00,3,13,709
2487,EB,true,2184,2017-03-12 01:01:29.568848+00,4,13,181
2488,LPV,false,3688,2017-03-12 01:01:54.483441+00,4,13,519
2489,LPV,false,1629,2017-03-12 01:01:58.037457+00,2,13,495
2490,CEP,false,1946,2017-03-12 01:02:01.581251+00,3,13,366
2491,RRLYR,false,5175,2017-03-12 01:02:09.811801+00,4,13,233
2492,CEP,false,5446,2017-03-12 01:02:18.93279+00,3,13,347
2493,EB,true,20598,2017-03-12 01:02:40.454247+00,4,13,237
2494,RRLYR,false,2735,2017-03-12 01:02:44.664237+00,2,13,123
2495,LPV,false,2524,2017-03-12 01:02:48.57723+00,4,13,774
2496,LPV,false,2484,2017-03-12 01:02:53.414808+00,1,13,818
2497,CEP,false,2447,2017-03-12 01:02:57.216535+00,4,13,413
2498,CEP,false,16011,2017-03-12 01:03:14.403169+00,3,13,467
2499,LPV,false,5953,2017-03-12 01:03:23.566495+00,2,13,69
2500,EB,false,5667,2017-03-12 01:03:32.913293+00,3,13,531
2501,CEP,false,2680,2017-03-12 01:03:37.594958+00,1,13,269
2502,CEP,false,5325,2017-03-12 01:03:45.491296+00,2,13,628
2503,RRLYR,true,4661,2017-03-12 01:03:51.032988+00,1,13,498
2504,RRLYR,false,2817,2017-03-12 01:03:55.032633+00,4,13,774
2505,LPV,false,4772,2017-03-12 01:04:02.43165+00,3,13,709
2506,RRLYR,false,4936,2017-03-12 01:04:09.797933+00,4,13,217
2507,CEP,false,2515,2017-03-12 01:04:14.254108+00,4,13,178
2508,LPV,false,3030,2017-03-12 01:04:19.016134+00,1,13,219
2509,EB,false,4236,2017-03-12 01:04:24.768323+00,4,13,178
2510,RRLYR,false,3241,2017-03-12 01:04:28.853255+00,3,13,93
2511,CEP,true,3281,2017-03-12 01:04:34.382413+00,2,13,17
2512,LPV,true,4102,2017-03-12 01:04:40.553218+00,2,13,191
2513,CEP,false,4233,2017-03-12 01:04:46.202814+00,4,13,427
2514,LPV,false,15542,2017-03-12 01:05:03.875697+00,2,13,17
2515,RRLYR,false,13126,2017-03-12 01:05:18.166665+00,2,13,69
2516,EB,true,20244,2017-03-12 01:05:39.994943+00,4,13,427
2517,RRLYR,false,1916,2017-03-12 01:05:44.508526+00,3,13,531
2518,LPV,false,9838,2017-03-12 01:05:57.434899+00,1,13,766
2519,CEP,true,5272,2017-03-12 01:06:14.064079+00,2,13,73
2520,LPV,false,2674,2017-03-12 01:06:18.693022+00,4,13,427
2521,EB,true,9718,2017-03-12 01:06:29.314931+00,3,13,754
2522,LPV,false,2608,2017-03-12 01:06:33.88028+00,3,13,754
2523,RRLYR,false,3745,2017-03-12 01:06:38.658387+00,4,13,519
2524,CEP,false,4221,2017-03-12 01:06:46.367632+00,3,13,497
2525,RRLYR,false,3093,2017-03-12 01:07:22.982216+00,3,13,555
2526,EB,false,11492,2017-03-12 01:07:35.469463+00,3,13,111
2527,EB,false,23193,2017-03-12 01:08:00.266428+00,3,13,135
2528,CEP,false,3271,2017-03-12 01:08:04.709582+00,4,13,539
2529,LPV,true,11549,2017-03-12 01:08:17.444235+00,3,13,347
2530,CEP,true,6043,2017-03-12 01:08:28.696476+00,4,13,252
2531,LPV,false,3420,2017-03-12 01:08:35.556573+00,3,13,4
2532,EB,false,2702,2017-03-12 01:08:40.364075+00,2,13,90
2533,EB,false,15270,2017-03-12 01:08:56.815728+00,3,13,497
2534,CEP,false,3938,2017-03-12 01:09:02.17857+00,4,13,717
2535,CEP,false,10405,2017-03-12 01:09:13.584504+00,3,13,97
2536,CEP,false,17750,2017-03-12 01:09:32.924093+00,4,13,618
2537,EB,false,4208,2017-03-12 01:09:38.814476+00,4,13,252
2538,LPV,true,3941,2017-03-12 01:09:58.266745+00,2,13,90
2539,EB,false,2229,2017-03-12 01:10:01.914873+00,4,13,539
2540,RRLYR,false,3331,2017-03-12 01:10:06.92807+00,3,13,4
2541,EB,true,2368,2017-03-12 01:10:12.49516+00,4,13,270
2542,RRLYR,false,2591,2017-03-12 01:10:17.157154+00,3,13,347
2543,LPV,false,1890,2017-03-12 01:10:20.162886+00,4,13,270
2544,LPV,false,8347,2017-03-12 01:10:30.142299+00,3,13,701
2545,LPV,false,1963,2017-03-12 01:10:34.448086+00,4,13,539
2546,LPV,false,2692,2017-03-12 01:10:41.449015+00,4,13,788
2547,CEP,true,2352,2017-03-12 01:10:46.739584+00,4,13,813
2548,CEP,true,10094,2017-03-12 01:25:11.995806+00,4,13,332
2549,CEP,false,5327,2017-03-12 01:25:18.284333+00,1,13,743
2550,LPV,true,14000,2017-03-12 01:25:35.719515+00,3,13,111
2551,RRLYR,false,2802,2017-03-12 01:25:40.538973+00,4,13,427
2552,CEP,false,5386,2017-03-12 01:25:47.691808+00,4,13,52
2553,EB,true,2479,2017-03-12 01:25:53.322229+00,4,13,52
2554,EB,false,7065,2017-03-12 01:26:05.175277+00,4,13,813
2555,CEP,true,7685,2017-03-12 01:26:17.906672+00,4,13,575
2556,CEP,false,12390,2017-03-12 01:26:32.917597+00,3,13,722
2557,CEP,false,2327,2017-03-12 01:26:37.382913+00,2,13,81
2558,LPV,false,2936,2017-03-12 01:26:42.95013+00,4,13,52
2559,RRLYR,true,1705,2017-03-12 01:26:46.762463+00,3,13,79
2560,RRLYR,false,3232,2017-03-12 01:27:09.900253+00,4,13,273
2561,EB,false,1799,2017-03-12 01:27:15.474957+00,2,13,199
2562,EB,false,3795,2017-03-12 01:27:21.160419+00,4,13,717
2563,LPV,false,9103,2017-03-12 01:27:32.26805+00,4,13,252
2564,RRLYR,false,5421,2017-03-12 01:27:40.259484+00,4,13,52
2565,RRLYR,false,2063,2017-03-12 01:27:43.602994+00,3,13,87
2566,EB,false,3130,2017-03-12 01:27:47.613734+00,4,13,332
2567,LPV,false,2663,2017-03-12 01:27:52.290455+00,4,13,813
2568,EB,false,2801,2017-03-12 01:27:57.500666+00,2,13,792
2569,CEP,false,21207,2017-03-12 01:28:19.923274+00,3,13,671
2570,LPV,true,4421,2017-03-12 01:28:25.712375+00,4,13,332
2571,LPV,false,2348,2017-03-12 01:28:29.59253+00,4,13,85
2572,LPV,true,3823,2017-03-12 01:28:36.731427+00,4,13,717
2573,EB,true,41608,2017-03-12 01:29:21.228926+00,4,13,618
2574,RRLYR,false,2721,2017-03-12 01:29:26.002682+00,4,13,717
2576,CEP,false,5153,2017-03-12 01:29:46.644001+00,4,13,799
2579,RRLYR,true,2343,2017-03-12 01:30:01.721909+00,4,13,788
2583,LPV,false,3995,2017-03-12 01:30:20.090881+00,4,13,799
2585,CEP,false,4051,2017-03-12 01:30:35.857909+00,3,13,824
2586,EB,false,2788,2017-03-12 01:30:40.261598+00,2,13,81
2587,CEP,true,2923,2017-03-12 01:30:44.541155+00,4,13,454
2588,EB,true,2727,2017-03-12 01:30:48.858313+00,3,13,740
2589,EB,true,7015,2017-03-12 01:30:58.037739+00,3,13,97
2591,RRLYR,false,4411,2017-03-12 01:31:08.378589+00,3,13,97
