id,value,milliseconds,created,nquestions,expert_id,object_id
538,EB,3054,2017-03-16 16:18:28.446569+00,1,14,461
539,EB,3827,2017-03-16 16:18:35.374448+00,1,14,170
540,EB,8370,2017-03-16 16:18:46.39026+00,1,14,447
541,EB,2275,2017-03-16 16:18:51.582516+00,1,14,349
542,LPV,5007,2017-03-16 16:18:58.704371+00,1,14,517
543,CEP,10970,2017-03-16 16:19:11.832117+00,1,14,491
544,EB,3474,2017-03-16 16:19:18.391117+00,1,14,764
545,CEP,2789,2017-03-16 16:19:24.106626+00,1,14,63
546,CEP,4641,2017-03-16 16:19:33.440734+00,1,14,459
547,RRLYR,3457,2017-03-16 16:19:39.577252+00,1,14,279
548,CEP,18003,2017-03-16 16:19:59.802688+00,1,14,237
549,RRLYR,3185,2017-03-16 16:20:05.455593+00,1,14,317
550,CEP,3469,2017-03-16 16:20:13.660715+00,1,14,157
551,CEP,5907,2017-03-16 16:20:22.027476+00,1,14,800
552,RRLYR,7580,2017-03-16 16:20:31.787341+00,1,14,427
553,EB,1883,2017-03-16 16:20:35.789176+00,1,14,722
554,EB,3946,2017-03-16 16:20:39.186297+00,1,19,541
555,RRLYR,3179,2017-03-16 16:21:46.596155+00,1,19,480
556,CEP,7692,2017-03-16 16:21:59.551379+00,1,19,291
557,LPV,5057,2017-03-16 16:23:37.296955+00,1,19,290
558,EB,3276,2017-03-16 16:24:22.751136+00,1,19,610
559,RRLYR,3492,2017-03-16 16:24:49.219071+00,1,19,128
560,CEP,6216,2017-03-16 16:25:04.777418+00,1,19,752
561,RRLYR,3559,2017-03-16 16:30:53.610787+00,1,19,178
562,CEP,2639,2017-03-16 16:30:57.43732+00,1,19,744
563,RRLYR,7570,2017-03-16 16:33:07.223389+00,1,19,242
564,LPV,15468,2017-03-16 16:36:14.558153+00,1,19,454
565,CEP,2960,2017-03-16 16:36:49.164999+00,1,19,302
566,LPV,2971,2017-03-16 16:38:57.507346+00,1,19,63
567,LPV,2692,2017-03-16 16:40:17.865388+00,1,19,517
568,CEP,3949,2017-03-16 16:42:43.199672+00,1,19,728
569,CEP,5793,2017-03-16 16:43:01.876167+00,1,19,227
570,EB,6937,2017-03-16 16:44:47.468158+00,1,19,487
571,RRLYR,3307,2017-03-16 16:45:17.568612+00,1,19,751
572,EB,15500,2017-03-16 16:45:38.950886+00,1,19,514
573,RRLYR,2448,2017-03-16 16:46:57.604631+00,1,19,462
574,LPV,4297,2017-03-16 16:47:49.011785+00,1,19,605
575,CEP,2712,2017-03-16 16:49:44.418973+00,1,19,157
576,EB,3674,2017-03-16 16:50:11.07943+00,1,19,180
577,CEP,14349,2017-03-16 16:51:27.642773+00,1,19,609
578,CEP,3731,2017-03-16 16:53:14.500342+00,1,19,729
579,EB,3987,2017-03-16 16:57:22.118048+00,1,19,765
580,LPV,3666,2017-03-16 16:58:09.251428+00,1,19,800
581,EB,5378,2017-03-16 16:59:11.054211+00,1,19,93
582,LPV,4383,2017-03-16 17:02:28.201811+00,1,19,629
583,EB,2846,2017-03-16 17:05:49.872293+00,1,19,116
584,LPV,3208,2017-03-16 17:06:50.903757+00,1,19,355
585,CEP,6694,2017-03-16 17:07:27.927537+00,1,19,459
586,EB,5842,2017-03-16 17:09:23.498522+00,1,19,618
587,CEP,4768,2017-03-16 17:10:44.653364+00,1,19,763
588,EB,4364,2017-03-16 17:16:10.025284+00,1,19,16
589,RRLYR,10384,2017-03-16 18:19:37.786802+00,1,19,312
590,RRLYR,2363,2017-03-16 18:19:43.810443+00,1,19,29
591,EB,14011,2017-03-16 18:20:10.090595+00,1,19,501
592,EB,33871,2017-03-16 18:21:14.092374+00,1,19,590
593,EB,20559,2017-03-16 18:21:53.379728+00,1,19,486
594,RRLYR,14551,2017-03-16 18:23:44.782526+00,1,19,427
595,CEP,84163,2017-03-16 18:28:08.420871+00,1,19,543
596,RRLYR,50431,2017-03-16 18:31:05.935967+00,1,19,79
597,EB,3385,2017-03-16 18:31:16.917391+00,1,19,754
598,CEP,19701,2017-03-16 18:33:48.838435+00,1,19,288
599,RRLYR,3729,2017-03-16 18:34:51.097852+00,1,19,685
600,LPV,22692,2017-03-16 18:35:33.083842+00,1,19,659
601,LPV,10084,2017-03-16 18:36:14.885396+00,1,19,4
602,CEP,6959,2017-03-16 18:39:12.575112+00,1,19,507
603,RRLYR,3677,2017-03-16 18:41:35.100227+00,1,19,416
604,RRLYR,3880,2017-03-16 18:41:46.469533+00,1,19,135
605,RRLYR,3212,2017-03-16 18:42:37.256544+00,1,19,326
606,LPV,4178,2017-03-16 18:43:50.118889+00,1,19,419
607,CEP,2749,2017-03-16 18:44:00.75568+00,1,19,772
608,RRLYR,2970,2017-03-16 18:47:47.889007+00,1,19,788
609,RRLYR,2891,2017-03-16 18:48:40.014234+00,1,19,42
610,RRLYR,4038,2017-03-16 18:51:55.019151+00,1,19,597
611,RRLYR,3327,2017-03-16 18:52:28.045629+00,1,19,345
612,EB,18726,2017-03-16 18:53:03.597601+00,1,19,272
613,CEP,10700,2017-03-16 18:53:28.977071+00,1,19,822
614,EB,5804,2017-03-16 18:53:37.238732+00,1,19,121
615,CEP,8866,2017-03-16 18:53:48.595361+00,1,19,549
616,EB,5178,2017-03-16 18:53:56.534496+00,1,19,703
617,EB,4224,2017-03-16 18:54:03.389665+00,1,19,112
618,LPV,6280,2017-03-16 18:54:12.043966+00,1,19,280
619,RRLYR,2950,2017-03-16 18:54:17.681353+00,1,19,201
620,CEP,14195,2017-03-16 18:54:34.549461+00,1,19,491
621,LPV,7936,2017-03-16 18:54:45.83572+00,1,19,169
622,EB,30247,2017-03-16 18:55:18.458259+00,1,19,636
623,LPV,4393,2017-03-16 18:55:25.989115+00,1,19,637
624,RRLYR,2295,2017-03-16 18:55:31.456145+00,1,19,238
625,CEP,20420,2017-03-16 18:55:54.64534+00,1,19,456
626,CEP,10008,2017-03-16 18:56:07.832621+00,1,19,393
627,LPV,4033,2017-03-16 18:56:14.407991+00,1,19,383
628,RRLYR,2739,2017-03-16 18:56:19.755928+00,1,19,143
629,LPV,7723,2017-03-16 18:56:30.697434+00,1,19,801
630,RRLYR,2319,2017-03-16 18:56:35.509664+00,1,19,372
631,LPV,7116,2017-03-16 18:56:45.259087+00,1,19,469
632,CEP,20835,2017-03-16 18:57:09.30477+00,1,19,346
633,EB,9303,2017-03-16 18:57:21.385594+00,1,19,666
634,RRLYR,3473,2017-03-16 18:57:29.383824+00,1,19,185
635,RRLYR,2608,2017-03-16 18:57:34.946463+00,1,19,317
636,RRLYR,2364,2017-03-16 18:57:59.31989+00,1,19,85
637,LPV,3481,2017-03-16 18:58:07.232444+00,1,19,306
638,RRLYR,4931,2017-03-16 18:58:15.0108+00,1,19,413
639,CEP,2578,2017-03-16 18:58:20.60644+00,1,19,502
640,RRLYR,4551,2017-03-16 18:58:28.333073+00,1,19,279
641,EB,3048,2017-03-16 18:58:35.635178+00,1,19,172
642,RRLYR,2983,2017-03-16 18:58:46.982166+00,1,19,192
643,LPV,2994,2017-03-16 18:58:58.133528+00,1,19,273
644,RRLYR,3028,2017-03-16 18:59:04.686247+00,1,19,625
645,LPV,24069,2017-03-16 18:59:31.419166+00,1,19,369
646,CEP,4108,2017-03-16 18:59:38.351987+00,1,19,45
647,RRLYR,5435,2017-03-16 18:59:47.164952+00,1,19,641
648,CEP,5469,2017-03-16 18:59:59.318415+00,1,19,237
649,EB,18963,2017-03-16 19:00:22.936338+00,1,19,447
650,EB,7110,2017-03-16 19:00:34.792287+00,1,19,764
651,RRLYR,2345,2017-03-16 19:00:41.377629+00,1,19,417
652,EB,2193,2017-03-16 19:00:47.92272+00,1,19,705
653,RRLYR,2406,2017-03-16 19:00:55.626922+00,1,19,0
654,CEP,9695,2017-03-16 19:01:09.464606+00,1,19,717
655,EB,6747,2017-03-16 19:01:20.874098+00,1,19,774
656,LPV,6941,2017-03-16 19:01:32.080279+00,1,19,558
657,EB,5259,2017-03-16 19:01:41.900809+00,1,19,461
658,EB,2239,2017-03-16 19:01:47.173879+00,1,19,170
659,LPV,8817,2017-03-16 19:01:59.163138+00,1,19,206
660,RRLYR,4510,2017-03-16 19:02:06.93248+00,1,19,504
661,CEP,2512,2017-03-16 19:02:12.350903+00,1,19,17
662,LPV,10304,2017-03-16 19:02:25.40508+00,1,19,821
663,EB,3445,2017-03-16 19:02:31.765141+00,1,19,120
664,RRLYR,13293,2017-03-16 19:02:48.074647+00,1,19,155
665,RRLYR,2600,2017-03-16 19:02:53.754537+00,1,19,513
666,EB,4534,2017-03-16 19:03:01.874192+00,1,19,572
667,CEP,5330,2017-03-16 19:23:17.40362+00,1,6,454
668,RRLYR,5035,2017-03-16 19:23:59.309207+00,1,6,597
669,RRLYR,31863,2017-03-16 19:25:06.800667+00,1,6,504
670,CEP,4745,2017-03-16 19:31:19.290524+00,1,6,157
671,CEP,3471,2017-03-16 22:06:26.60225+00,1,6,347
672,CEP,8735,2017-03-16 22:09:34.989679+00,1,6,666
673,CEP,10512,2017-03-16 22:10:08.786695+00,1,6,744
674,RRLYR,4343,2017-03-16 22:13:12.04503+00,1,6,625
675,CEP,3774,2017-03-16 22:15:08.323213+00,1,6,459
676,EB,5359,2017-03-16 22:17:00.174456+00,1,6,180
677,CEP,4104,2017-03-16 22:18:28.70198+00,1,6,763
678,CEP,22649,2017-03-16 22:19:12.596189+00,1,6,307
679,RRLYR,15560,2017-03-16 22:19:47.660089+00,1,6,155
680,LPV,9551,2017-03-16 22:20:00.022416+00,1,6,355
681,CEP,3672,2017-03-16 22:20:36.689382+00,1,6,227
682,CEP,9002,2017-03-16 22:21:49.609532+00,1,6,291
683,EB,3497,2017-03-16 22:23:17.90572+00,1,6,121
684,RRLYR,5076,2017-03-16 22:25:39.966744+00,1,6,326
685,EB,4429,2017-03-16 22:25:49.673712+00,1,6,610
686,CEP,10734,2017-03-16 22:26:03.273536+00,1,6,507
687,EB,111696,2017-03-16 22:27:58.789715+00,1,6,754
688,EB,6221,2017-03-16 22:28:07.894799+00,1,6,774
689,EB,9406,2017-03-16 22:28:20.473067+00,1,6,456
690,CEP,5269,2017-03-16 22:28:28.545711+00,1,6,629
691,CEP,4443,2017-03-16 22:28:36.91305+00,1,6,45
692,EB,14604,2017-03-16 22:28:54.643855+00,1,6,116
693,CEP,11941,2017-03-16 22:29:09.894985+00,1,6,16
694,CEP,15121,2017-03-16 22:29:33.126921+00,1,6,822
695,EB,5855,2017-03-16 22:29:44.813613+00,1,6,636
696,RRLYR,5095,2017-03-16 22:29:52.82778+00,1,6,641
697,RRLYR,6222,2017-03-16 22:30:01.740667+00,1,6,416
698,LPV,14292,2017-03-16 22:30:18.893923+00,1,6,306
699,EB,62624,2017-03-16 22:31:24.37428+00,1,6,722
700,EB,4370,2017-03-16 22:31:32.166648+00,1,6,447
701,CEP,39258,2017-03-16 22:32:14.993658+00,1,6,280
702,CEP,2695,2017-03-16 22:32:20.911791+00,1,6,63
703,CEP,23630,2017-03-16 22:32:47.234137+00,1,6,4
704,CEP,5306,2017-03-16 22:32:56.015321+00,1,6,393
705,CEP,2585,2017-03-16 22:33:01.54356+00,1,6,502
706,LPV,9504,2017-03-16 22:33:14.192142+00,1,6,637
707,EB,2601,2017-03-16 22:33:20.117429+00,1,6,590
708,CEP,6431,2017-03-16 22:33:30.581379+00,1,6,206
709,LPV,5758,2017-03-16 22:33:40.834771+00,1,6,169
710,LPV,52219,2017-03-16 22:34:37.297253+00,1,6,800
711,RRLYR,3226,2017-03-16 22:34:43.44483+00,1,6,685
712,RRLYR,3727,2017-03-16 22:34:50.496271+00,1,6,192
713,CEP,3932,2017-03-16 22:34:57.122935+00,1,6,491
714,CEP,9498,2017-03-16 22:35:09.597025+00,1,6,659
715,EB,9132,2017-03-16 22:35:21.698644+00,1,6,514
716,CEP,32127,2017-03-16 22:35:56.904085+00,1,6,501
717,RRLYR,2800,2017-03-16 22:36:02.867552+00,1,6,42
718,LPV,4262,2017-03-16 22:36:10.046828+00,1,6,801
719,RRLYR,9372,2017-03-16 22:36:24.335361+00,1,6,185
720,RRLYR,20082,2017-03-16 22:36:48.431096+00,1,6,143
721,RRLYR,2743,2017-03-16 22:36:54.829578+00,1,6,279
722,RRLYR,3361,2017-03-16 22:37:00.689688+00,1,6,513
723,EB,12916,2017-03-16 22:37:16.316431+00,1,6,618
724,RRLYR,3035,2017-03-16 22:37:22.123411+00,1,6,128
725,RRLYR,42607,2017-03-16 22:38:07.610592+00,1,6,27
726,CEP,6797,2017-03-16 22:38:22.825517+00,1,6,728
727,LPV,20572,2017-03-16 22:38:46.567537+00,1,6,273
728,EB,2443,2017-03-16 22:38:51.809741+00,1,6,486
729,RRLYR,2066,2017-03-16 22:38:56.90965+00,1,6,413
730,CEP,4248,2017-03-16 22:39:04.125167+00,1,6,605
731,RRLYR,2018,2017-03-16 22:39:08.909325+00,1,6,0
732,CEP,8614,2017-03-16 22:39:21.078279+00,1,6,824
733,RRLYR,58626,2017-03-16 22:40:24.51403+00,1,6,242
734,CEP,8257,2017-03-16 22:40:35.653516+00,1,6,237
735,CEP,2855,2017-03-16 22:40:41.333359+00,1,6,272
736,RRLYR,2222,2017-03-16 22:40:47.086674+00,1,6,480
737,RRLYR,41705,2017-03-16 22:41:32.317018+00,1,6,751
738,EB,5393,2017-03-16 22:41:42.713803+00,1,6,703
739,RRLYR,4262,2017-03-16 22:41:51.009733+00,1,6,135
740,CEP,4705,2017-03-16 22:41:59.008216+00,1,6,17
741,EB,2561,2017-03-16 22:42:05.065734+00,1,6,349
742,CEP,2227,2017-03-16 22:42:11.799897+00,1,6,729
743,RRLYR,14438,2017-03-16 22:42:30.497356+00,1,6,312
744,CEP,4854,2017-03-16 22:42:39.770692+00,1,6,572
745,CEP,11108,2017-03-16 22:42:54.103391+00,1,6,93
746,LPV,7464,2017-03-16 22:43:04.595515+00,1,6,821
747,RRLYR,2334,2017-03-16 22:43:11.199409+00,1,6,372
748,RRLYR,14956,2017-03-16 22:43:29.080674+00,1,6,238
749,EB,2014,2017-03-16 22:43:34.771548+00,1,6,48
750,CEP,8452,2017-03-16 22:43:47.258334+00,1,6,369
751,EB,7235,2017-03-16 22:44:00.198879+00,1,6,705
752,EB,4334,2017-03-16 22:44:07.676302+00,1,6,461
753,RRLYR,1726,2017-03-16 22:44:12.144971+00,1,6,317
754,RRLYR,1922,2017-03-16 22:44:17.57333+00,1,6,178
755,RRLYR,9036,2017-03-17 00:32:18.067587+00,1,13,279
756,RRLYR,3363,2017-03-17 00:32:25.106241+00,1,13,413
757,RRLYR,3288,2017-03-17 00:32:31.418486+00,1,13,143
758,RRLYR,2971,2017-03-17 00:32:38.538791+00,1,13,513
759,RRLYR,2114,2017-03-17 00:32:44.302647+00,1,13,326
760,RRLYR,2232,2017-03-17 00:32:50.05337+00,1,13,317
761,RRLYR,1565,2017-03-17 00:32:55.881496+00,1,13,685
762,RRLYR,2156,2017-03-17 00:33:04.958517+00,1,13,135
763,RRLYR,3599,2017-03-17 00:33:15.450144+00,1,13,201
764,RRLYR,2114,2017-03-17 00:33:20.513282+00,1,13,29
765,RRLYR,2921,2017-03-17 00:33:27.824859+00,1,13,480
766,RRLYR,5854,2017-03-17 00:33:37.602656+00,1,13,417
767,RRLYR,2247,2017-03-17 00:33:44.448893+00,1,13,242
768,EB,4229,2017-03-17 00:33:55.278826+00,1,13,170
769,EB,2797,2017-03-17 00:34:06.425757+00,1,13,349
770,EB,1431,2017-03-17 00:34:12.336612+00,1,13,703
771,LPV,44121,2017-03-17 00:34:59.385237+00,1,13,272
772,RRLYR,3041,2017-03-17 00:35:08.202562+00,1,13,663
775,LPV,4487,2017-03-17 00:35:35.414729+00,1,13,369
776,EB,5030,2017-03-17 00:35:43.666611+00,1,13,427
778,LPV,4604,2017-03-17 00:35:58.087167+00,1,13,572
779,EB,2416,2017-03-17 00:36:04.126165+00,1,13,764
780,EB,3872,2017-03-17 00:36:13.267531+00,1,13,461
783,RRLYR,1895,2017-03-17 00:36:43.93483+00,1,13,345
790,CEP,4031,2017-03-17 00:37:49.536804+00,1,13,290
791,CEP,11267,2017-03-17 00:38:06.811029+00,1,13,517
792,LPV,5374,2017-03-17 00:38:17.413623+00,1,13,306
796,CEP,13685,2017-03-17 00:39:17.049636+00,1,13,459
797,EB,2582,2017-03-17 00:39:27.177487+00,1,13,590
773,RRLYR,2107,2017-03-17 00:35:16.947965+00,1,13,42
774,RRLYR,1891,2017-03-17 00:35:25.611078+00,1,13,0
777,EB,1755,2017-03-17 00:35:48.96926+00,1,13,447
781,RRLYR,2506,2017-03-17 00:36:22.238636+00,1,13,462
782,RRLYR,2343,2017-03-17 00:36:34.056056+00,1,13,788
784,RRLYR,1763,2017-03-17 00:36:50.607873+00,1,13,751
785,CEP,9105,2017-03-17 00:37:05.124865+00,1,13,629
786,CEP,2985,2017-03-17 00:37:14.026564+00,1,13,93
787,EB,3532,2017-03-17 00:37:23.841342+00,1,13,112
788,EB,2698,2017-03-17 00:37:32.426349+00,1,13,514
789,RRLYR,2053,2017-03-17 00:37:41.849409+00,1,13,372
793,EB,3013,2017-03-17 00:38:28.506681+00,1,13,486
794,RRLYR,3873,2017-03-17 00:38:39.465888+00,1,13,641
795,LPV,5515,2017-03-17 00:38:54.890772+00,1,13,824
798,RRLYR,3648,2017-03-17 00:39:35.833114+00,1,13,185
799,LPV,3964,2017-03-17 00:39:45.49162+00,1,13,800
800,LPV,3136,2017-03-17 00:39:56.595939+00,1,13,637
801,CEP,8259,2017-03-17 00:40:11.202674+00,1,13,752
802,CEP,2994,2017-03-17 00:40:17.873893+00,1,13,48
803,LPV,13729,2017-03-17 00:40:34.933838+00,1,13,763
804,RRLYR,2326,2017-03-17 00:40:43.481994+00,1,13,128
805,CEP,44656,2017-03-17 00:41:33.770383+00,1,13,288
806,LPV,3700,2017-03-17 00:41:41.690653+00,1,13,393
807,EB,2571,2017-03-17 00:41:47.530708+00,1,13,120
808,LPV,7077,2017-03-17 00:41:58.309246+00,1,13,169
809,CEP,7593,2017-03-17 00:42:09.950323+00,1,13,237
810,LPV,15241,2017-03-17 00:42:30.349299+00,1,13,63
811,LPV,19898,2017-03-17 00:42:54.040494+00,1,13,801
812,EB,2366,2017-03-17 00:43:02.723544+00,1,13,722
813,CEP,5128,2017-03-17 00:43:11.962603+00,1,13,419
814,CEP,5637,2017-03-17 00:43:23.97741+00,1,13,45
815,EB,4722,2017-03-17 00:43:33.805827+00,1,13,774
816,LPV,12194,2017-03-17 00:43:48.908882+00,1,13,821
817,RRLYR,5481,2017-03-17 00:43:57.017373+00,1,13,609
818,EB,10226,2017-03-17 00:44:09.714745+00,1,13,705
819,CEP,8339,2017-03-17 00:44:21.005676+00,1,13,307
820,LPV,2839,2017-03-17 00:44:28.26764+00,1,13,273
821,EB,2187,2017-03-17 00:44:35.564213+00,1,13,754
822,CEP,14684,2017-03-17 00:44:53.72835+00,1,13,16
823,EB,4645,2017-03-17 00:45:03.168796+00,1,13,155
824,LPV,7263,2017-03-17 00:45:14.604187+00,1,13,383
825,EB,4153,2017-03-17 00:45:22.538401+00,1,13,180
826,RRLYR,4201,2017-03-17 00:45:30.311594+00,1,13,416
827,LPV,16081,2017-03-17 00:45:50.68757+00,1,13,717
828,RRLYR,2402,2017-03-17 00:45:56.207484+00,1,13,504
829,LPV,5170,2017-03-17 00:46:04.938491+00,1,13,543
830,CEP,2108,2017-03-17 00:46:10.160414+00,1,13,491
831,RRLYR,2655,2017-03-17 00:46:16.290023+00,1,13,79
832,CEP,2741,2017-03-17 00:46:22.23318+00,1,13,549
833,RRLYR,4275,2017-03-17 00:46:29.50747+00,1,13,172
834,CEP,5561,2017-03-17 00:46:37.887557+00,1,13,17
835,CEP,16384,2017-03-17 00:46:56.649155+00,1,13,666
836,RRLYR,2128,2017-03-17 00:47:01.318598+00,1,13,625
837,EB,1863,2017-03-17 00:47:06.004877+00,1,13,85
838,EB,3160,2017-03-17 00:47:11.901129+00,1,13,27
839,CEP,3568,2017-03-17 00:47:18.487913+00,1,13,502
840,RRLYR,1886,2017-03-17 00:47:23.561139+00,1,13,238
841,RRLYR,2519,2017-03-17 00:47:28.884954+00,1,13,597
842,RRLYR,1710,2017-03-17 00:47:33.038309+00,1,13,178
843,EB,3083,2017-03-17 00:47:39.038846+00,1,13,822
844,EB,3202,2017-03-17 00:47:44.433687+00,1,13,610
845,CEP,6001,2017-03-17 00:47:53.013105+00,1,13,346
846,LPV,10563,2017-03-17 00:48:06.432118+00,1,13,355
847,CEP,6534,2017-03-17 00:48:15.351724+00,1,13,227
848,CEP,4231,2017-03-17 00:48:21.868553+00,1,13,280
849,CEP,2210,2017-03-17 00:48:26.892015+00,1,13,772
850,RRLYR,4235,2017-03-17 00:48:34.485044+00,1,13,312
851,EB,4078,2017-03-17 00:48:41.928848+00,1,13,765
852,LPV,2528,2017-03-17 00:48:48.251118+00,1,13,605
853,EB,1592,2017-03-17 00:48:53.617549+00,1,13,487
854,EB,2180,2017-03-17 00:48:58.869636+00,1,13,121
855,CEP,6582,2017-03-17 00:49:07.896939+00,1,13,302
856,LPV,3725,2017-03-17 00:49:14.439075+00,1,13,659
857,CEP,2048,2017-03-17 00:49:19.438756+00,1,13,541
858,EB,4392,2017-03-17 00:49:26.478315+00,1,13,456
859,CEP,20908,2017-03-17 00:49:52.927558+00,1,13,454
860,LPV,6094,2017-03-17 00:50:01.685767+00,1,13,347
861,LPV,15003,2017-03-17 00:50:19.735161+00,1,13,469
862,CEP,3131,2017-03-17 00:50:25.134325+00,1,13,4
863,EB,3335,2017-03-17 00:50:31.070652+00,1,13,636
864,LPV,3906,2017-03-17 00:50:38.846332+00,1,13,291
865,LPV,15723,2017-03-17 00:50:57.454032+00,1,13,206
866,EB,2606,2017-03-17 00:51:04.037413+00,1,13,116
867,LPV,7668,2017-03-17 00:51:15.823491+00,1,13,558
868,CEP,3570,2017-03-17 00:51:22.215584+00,1,13,157
869,LPV,15176,2017-03-17 00:51:40.199413+00,1,13,744
870,CEP,5927,2017-03-17 00:51:49.165581+00,1,13,729
871,RRLYR,2144,2017-03-17 00:51:53.790955+00,1,13,192
872,CEP,6061,2017-03-17 00:52:03.898634+00,1,13,618
873,CEP,2119,2017-03-17 00:52:08.832752+00,1,13,728
874,CEP,2460,2017-03-17 00:52:14.128403+00,1,13,501
875,CEP,2372,2017-03-17 00:52:19.560255+00,1,13,507
876,RRLYR,127468,2017-03-17 01:50:22.029589+00,1,18,185
877,CEP,14495,2017-03-17 03:17:18.347178+00,1,7,307
878,LPV,7911,2017-03-17 03:25:47.230267+00,1,7,605
879,LPV,4320,2017-03-17 03:26:54.75316+00,1,7,824
880,CEP,3275,2017-03-17 03:29:01.923828+00,1,7,347
881,LPV,3348,2017-03-17 03:29:46.779135+00,1,7,517
882,EB,3954,2017-03-17 03:32:36.306646+00,1,7,774
883,EB,2763,2017-03-17 04:07:14.019689+00,1,7,703
884,LPV,3442,2017-03-17 04:08:44.519718+00,1,7,272
885,LPV,3913,2017-03-17 04:09:24.937956+00,1,7,609
886,CEP,3400,2017-03-17 04:12:46.110393+00,1,7,744
887,EB,7810,2017-03-17 04:13:40.237328+00,1,7,456
888,CEP,7191,2017-03-17 04:14:38.449846+00,1,7,629
889,EB,3861,2017-03-17 04:16:39.923919+00,1,7,765
890,LPV,3579,2017-03-17 04:28:28.626229+00,1,7,280
891,LPV,5785,2017-03-17 04:29:03.373724+00,1,7,572
892,RRLYR,71210,2017-03-17 17:30:03.049305+00,1,10,597
1001,LPV,3013,2017-03-17 19:48:46.425817+00,1,9,517
893,RRLYR,9464,2017-03-17 17:30:31.723991+00,1,10,609
894,LPV,3849,2017-03-17 17:30:50.501778+00,1,10,273
895,RRLYR,12742,2017-03-17 17:35:33.100047+00,1,10,17
896,RRLYR,3642,2017-03-17 17:36:10.527822+00,1,10,238
897,EB,3948,2017-03-17 17:37:42.51158+00,1,10,765
898,CEP,199618,2017-03-17 17:48:28.031414+00,1,9,618
899,LPV,8532,2017-03-17 17:56:18.811952+00,1,9,659
900,LPV,6984,2017-03-17 17:59:52.138116+00,1,9,393
901,RRLYR,4955,2017-03-17 18:02:52.691596+00,1,9,79
902,RRLYR,12628,2017-03-17 18:07:20.782733+00,1,9,504
903,RRLYR,15137,2017-03-17 18:13:37.504982+00,1,9,172
904,RRLYR,3929,2017-03-17 18:16:53.689847+00,1,9,625
905,RRLYR,4834,2017-03-17 18:18:19.002682+00,1,9,178
906,LPV,7360,2017-03-17 18:22:58.961623+00,1,9,549
907,RRLYR,3936,2017-03-17 18:23:04.134056+00,1,9,312
908,EB,4684,2017-03-17 18:25:29.737536+00,1,9,705
909,CEP,7892,2017-03-17 18:26:51.27763+00,1,9,491
910,LPV,67171,2017-03-17 18:28:00.089711+00,1,9,605
911,EB,3419,2017-03-17 18:29:34.112978+00,1,9,121
912,CEP,14583,2017-03-17 18:35:25.915111+00,1,9,543
913,RRLYR,4980,2017-03-17 18:36:41.129751+00,1,9,192
914,EB,5573,2017-03-17 18:39:42.147325+00,1,9,116
915,RRLYR,15286,2017-03-17 18:41:01.850145+00,1,9,609
916,LPV,4673,2017-03-17 18:43:34.471109+00,1,9,4
917,LPV,7742,2017-03-17 18:44:42.657862+00,1,9,280
918,EB,6739,2017-03-17 18:45:45.029061+00,1,9,765
919,CEP,9987,2017-03-17 18:46:57.533574+00,1,9,291
920,EB,7565,2017-03-17 18:47:29.131423+00,1,9,347
921,CEP,11798,2017-03-17 18:51:58.534616+00,1,9,744
922,EB,4508,2017-03-17 18:52:18.286983+00,1,9,610
923,EB,3950,2017-03-17 18:53:10.496607+00,1,9,456
924,EB,4013,2017-03-17 18:55:18.429781+00,1,9,16
925,EB,3712,2017-03-17 18:56:24.121542+00,1,9,754
926,CEP,4562,2017-03-17 18:56:42.274547+00,1,9,157
927,EB,3140,2017-03-17 18:57:02.971676+00,1,9,487
928,EB,6228,2017-03-17 19:00:58.348228+00,1,9,48
929,LPV,3868,2017-03-17 19:01:15.460702+00,1,9,419
930,CEP,18156,2017-03-17 19:01:36.176235+00,1,9,729
931,LPV,5298,2017-03-17 19:02:50.003052+00,1,9,206
932,CEP,6739,2017-03-17 19:03:32.037267+00,1,9,45
933,CEP,4394,2017-03-17 19:04:45.165691+00,1,9,227
934,RRLYR,3936,2017-03-17 19:08:51.057489+00,1,9,85
935,LPV,4728,2017-03-17 19:11:35.781968+00,1,9,169
936,RRLYR,4646,2017-03-17 19:17:26.6017+00,1,9,238
937,EB,4891,2017-03-17 19:17:47.392123+00,1,9,501
938,CEP,4952,2017-03-17 19:18:07.825639+00,1,9,17
939,CEP,4350,2017-03-17 19:19:05.11266+00,1,9,346
940,RRLYR,3430,2017-03-17 19:19:16.640221+00,1,9,597
941,EB,3456,2017-03-17 19:19:47.404223+00,1,9,180
942,EB,3215,2017-03-17 19:20:40.581897+00,1,9,541
943,EB,2747,2017-03-17 19:21:23.709627+00,1,9,590
944,LPV,5132,2017-03-17 19:23:30.860419+00,1,9,273
945,CEP,29856,2017-03-17 19:28:05.527637+00,1,9,502
946,RRLYR,17828,2017-03-17 19:28:46.65624+00,1,9,27
947,EB,3312,2017-03-17 19:31:05.2667+00,1,9,120
948,LPV,4024,2017-03-17 19:32:30.96592+00,1,9,558
949,LPV,5553,2017-03-17 19:33:56.781707+00,1,9,801
950,CEP,4771,2017-03-17 19:34:30.294597+00,1,9,752
951,LPV,6977,2017-03-17 19:34:44.971647+00,1,9,355
952,LPV,3225,2017-03-17 19:35:44.588638+00,1,9,637
953,RRLYR,3265,2017-03-17 19:36:04.220337+00,1,9,143
954,EB,16070,2017-03-17 19:37:24.564451+00,1,9,666
955,RRLYR,5611,2017-03-17 19:37:55.230437+00,1,9,185
